Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,2639,4034,0,0
1,2950,0,2874,3437,0,0
2,2950,0,2098,3579,0,0
3,2950,0,3183,4002,0,0
4,2950,0,2617,3221,0,0
5,2950,0,1816,3176,0,0
6,0,1415,4229,938,0,0
7,0,0,3159,1394,0,0
8,0,0,2130,541,0,0
9,0,0,2450,873,0,0
10,0,0,977,241,0,0
11,0,0,2810,1265,0,0
12,0,0,2524,643,0,0
13,0,578,1058,185,0,0
14,0,2205,3536,333,0,0
15,0,0,1568,332,0,0
16,0,0,1917,536,0,0
17,0,0,1674,305,0,0
18,0,0,2636,203,0,0
19,0,0,3068,1103,0,0
20,0,2540,3724,312,0,0
21,0,0,1769,349,0,0
22,0,0,2215,693,0,0
23,0,0,2181,187,0,0
24,0,0,3350,2023,0,0
25,0,0,2380,630,0,0
26,0,0,2515,957,0,0
27,0,0,2225,346,0,0
28,0,0,2255,565,0,0
29,0,0,622,322,0,0
30,0,0,2026,560,0,0
31,0,0,855,397,0,0
32,0,0,2493,465,0,0
33,0,0,225,185,0,0
34,0,0,3004,665,0,0
35,0,0,2521,584,0,0
36,0,0,1497,409,0,0
37,0,0,1303,176,0,0
38,0,0,2615,345,0,0
39,0,0,2927,984,0,0
40,0,0,2722,269,0,0
41,0,0,2027,460,0,0
42,0,1613,3440,580,0,0
43,0,0,2581,838,0,0
44,0,971,4132,992,0,0
45,0,0,1127,708,0,0
46,0,0,3051,478,0,0
47,0,0,2045,160,0,0
48,0,0,2800,454,0,0
49,0,0,2033,164,0,0
