OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.1.1,10.1.1.85,0,1,10.1.1.1,10.1.1.85,5,5,299.564,1
10.1.1.4,10.1.1.127,0,1,10.1.1.4,10.1.1.127,4,5.004,299.804,1
10.1.1.5,10.1.1.47,0,1,10.1.1.5,10.1.1.47,5,5.004,296.235,1
10.1.1.6,10.1.1.22,0,1,10.1.1.6,10.1.1.22,3,5.004,299.545,1
10.1.1.3,10.1.1.108,0,1,10.1.1.3,10.1.1.108,11,5.006,301.219,1
10.1.1.2,10.1.1.15,0,1,10.1.1.2,10.1.1.15,11,5.01,299.527,1
10.1.1.6,10.1.1.22,0,2,10.1.1.6,10.1.1.22,0,5.24,-1,0
10.1.1.5,10.1.1.47,0,2,10.1.1.5,10.1.1.47,0,5.242,-1,0
10.1.1.3,10.1.1.108,0,2,10.1.1.3,10.1.1.108,0,5.247,-1,0
10.1.1.4,10.1.1.127,0,2,10.1.1.4,10.1.1.127,0,5.248,-1,0
10.1.1.2,10.1.1.15,0,2,10.1.1.2,10.1.1.15,0,5.25,-1,0
10.1.1.5,10.1.1.47,0,3,10.1.1.5,10.1.1.47,0,5.641,-1,0
10.1.1.6,10.1.1.22,0,3,10.1.1.6,10.1.1.22,0,5.645,-1,0
10.1.1.3,10.1.1.108,0,3,10.1.1.3,10.1.1.108,0,5.646,-1,0
10.1.1.4,10.1.1.127,0,3,10.1.1.4,10.1.1.127,0,5.648,-1,0
10.1.1.132,10.1.1.99,0,1,10.1.1.132,10.1.1.99,1,5.70789,8.79672,1
10.1.1.18,10.1.1.92,0,1,10.1.1.18,10.1.1.92,0,5.71582,274.035,1
10.1.1.87,10.1.1.125,0,1,10.1.1.87,10.1.1.125,0,5.72693,267.1,1
10.1.1.21,10.1.1.109,0,1,10.1.1.21,10.1.1.109,0,5.75876,318.525,1
