Metric,Value
macTxDrop,0
macRxDrop,14924467
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1111053
dropTxing,185409
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,532105
dropPreambleDetectFailure,13009959
dropReceptionAbortedByTx,39
dropLSigFailure,543
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,83434
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1925
