Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,12765,5233,0,7
1,2950,0,9104,6582,625,0
2,2950,0,38034,9227,0,4
3,2950,0,14613,7257,289,5
4,2950,0,18900,7376,4,14
5,2950,0,20954,9030,0,10
6,0,0,14683,2717,0,11
7,0,0,24141,6263,0,51
8,0,0,7865,2538,0,6
9,0,0,5533,1312,0,0
10,0,0,11632,4100,0,14
11,0,0,13642,2426,0,6
12,0,0,12672,2835,0,10
13,0,0,12659,2059,0,2
14,0,0,4544,975,0,3
15,0,0,12109,4008,0,53
16,0,0,11940,4320,0,73
17,0,0,14036,2191,0,1
18,0,0,12968,2165,0,1
19,0,0,9455,2829,0,15
20,0,0,19479,6508,0,73
21,0,0,7948,2092,0,8
22,0,0,7080,1350,0,8
23,0,0,19923,5419,0,30
24,0,0,36264,6118,0,13
25,0,0,30106,6433,0,26
26,0,0,13688,4075,0,21
27,0,0,13815,4861,0,16
28,0,0,5209,1199,0,3
29,0,1170,16441,5483,0,47
30,0,0,8422,3120,0,26
31,0,0,9869,3150,0,8
32,0,0,31445,4061,0,5
33,0,0,12832,5213,0,129
34,0,0,16109,5105,0,31
35,0,0,15211,2580,0,1
36,0,0,9994,3435,0,114
37,0,0,6347,1310,0,0
38,0,0,8760,1670,0,7
39,0,0,11357,4034,0,42
40,0,0,12523,2158,0,29
41,0,0,7036,1298,0,0
42,0,0,4599,1143,0,0
43,0,0,22897,6276,0,30
44,0,0,30813,4137,0,9
45,0,0,13354,2766,0,19
46,0,0,29355,6782,0,29
47,0,0,3463,2157,0,42
48,0,0,30225,5192,0,15
49,0,0,18502,5053,0,24
50,0,0,19588,5586,0,50
51,0,0,30129,6919,0,25
52,0,0,13066,2005,0,0
53,0,0,5518,1411,0,0
54,0,0,14399,2897,0,15
55,0,0,33006,5686,0,13
56,0,0,11655,2205,0,0
57,0,0,36614,6274,0,55
58,0,0,6114,1139,0,0
59,0,0,11895,2450,0,17
60,0,0,19582,6297,0,76
61,0,0,36626,6377,0,21
62,0,0,13747,3042,0,45
63,0,0,29424,4053,0,6
64,0,0,13914,4910,0,35
65,0,0,5565,1036,0,0
66,0,0,8173,3554,0,40
67,0,0,16392,5463,0,60
68,0,0,6015,1057,0,0
69,0,0,7376,2005,0,3
70,0,0,35583,6881,0,52
71,0,0,4198,1930,0,9
72,0,0,32071,4110,0,6
73,0,0,7897,1863,0,6
74,0,0,34312,5253,0,19
75,0,0,15143,4218,0,20
76,0,0,13135,2622,0,14
77,0,0,7459,1711,0,2
78,0,0,32735,6039,0,19
79,0,0,13973,2543,0,5
80,0,0,13922,2372,0,17
81,0,0,28803,4041,0,5
82,0,0,6079,2434,0,9
83,0,1850,25914,5705,0,13
84,0,0,36526,5568,0,26
85,0,0,32164,5915,0,23
86,0,0,5170,2446,0,22
87,0,0,16497,5404,0,25
88,0,0,15500,3304,0,15
89,0,0,6883,4217,0,206
90,0,0,5890,2046,0,9
91,0,0,16440,4853,0,14
92,0,0,13601,4863,0,110
93,0,0,13238,2532,0,7
94,0,0,26739,4417,0,9
95,0,0,9339,2072,0,14
96,0,0,23408,6389,0,39
97,0,0,11656,3966,0,43
98,0,0,10453,3030,0,11
99,0,0,9687,2671,0,16
100,0,0,15102,4664,0,9
101,0,0,13847,2758,0,21
102,0,0,14264,2654,0,8
103,0,0,9325,1689,0,1
104,0,0,29302,4193,0,6
105,0,0,10877,3467,0,52
106,0,0,11609,3582,0,37
107,0,0,7157,1303,0,0
108,0,0,13661,2956,0,23
109,0,0,6932,2906,0,41
110,0,0,17030,5303,0,30
111,0,0,22287,3325,0,2
112,0,0,9217,1750,0,2
113,0,0,11225,2605,0,20
114,0,0,5196,1256,0,0
115,0,0,13095,2400,0,3
116,0,0,5528,2331,0,10
117,0,0,28299,5389,0,20
118,0,0,7381,1955,0,3
119,0,0,20193,5355,0,16
120,0,0,14474,3057,0,6
121,0,0,11449,3113,0,4
122,0,0,34466,6618,0,27
123,0,0,18523,5321,0,23
124,0,0,14977,3492,0,13
125,0,0,11184,2995,0,52
126,0,0,27317,4374,0,8
127,0,0,27172,6269,0,15
128,0,1012,34743,5486,0,13
129,0,0,12618,2281,0,5
130,0,0,23867,5626,0,25
131,0,0,21181,5279,0,12
132,0,0,12192,2558,0,5
133,0,0,35527,5704,0,24
134,0,0,15810,3375,0,25
135,0,213,16868,3687,0,14
136,0,0,10237,2563,0,41
137,0,0,10046,2685,0,1
138,0,0,13141,2410,0,4
139,0,0,14538,3191,0,20
140,0,0,19239,5918,0,51
141,0,0,27215,6798,0,26
142,0,0,13463,2159,0,1
143,0,0,9148,2346,0,8
144,0,0,32089,7032,0,32
145,0,2374,11521,1666,0,19
146,0,234,18228,2503,0,7
147,0,0,4466,1356,0,1
148,0,0,7458,2449,0,15
149,0,0,8383,2021,0,14
