Metric,Value
macTxDrop,0
macRxDrop,2250622
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,818891
dropTxing,57481
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,306397
dropPreambleDetectFailure,1056032
dropReceptionAbortedByTx,0
dropLSigFailure,1033
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,10398
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,390
