Metric,Value
macTxDrop,0
macRxDrop,51151145
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,9011924
dropTxing,517731
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1000665
dropPreambleDetectFailure,40539768
dropReceptionAbortedByTx,3
dropLSigFailure,338
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,79761
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,955
