Metric,Value
macTxDrop,0
macRxDrop,24414379
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,3163358
dropTxing,523223
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,924607
dropPreambleDetectFailure,19769001
dropReceptionAbortedByTx,10
dropLSigFailure,888
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,30889
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2403
