Metric,Value
macTxDrop,0
macRxDrop,1235829
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,90692
dropTxing,26730
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,19979
dropPreambleDetectFailure,1090128
dropReceptionAbortedByTx,1
dropLSigFailure,111
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,8118
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,70
