Metric,Value
macTxDrop,0
macRxDrop,2645748
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,602309
dropTxing,44736
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,332128
dropPreambleDetectFailure,1651028
dropReceptionAbortedByTx,0
dropLSigFailure,232
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,14930
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,385
