Metric,Value
macTxDrop,0
macRxDrop,735882
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,7353
dropTxing,3492
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,3844
dropPreambleDetectFailure,719161
dropReceptionAbortedByTx,0
dropLSigFailure,3
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,2020
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,9
