Metric,Value
macTxDrop,0
macRxDrop,1263139
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,395736
dropTxing,33278
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,145136
dropPreambleDetectFailure,685626
dropReceptionAbortedByTx,0
dropLSigFailure,577
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,2595
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,191
