Metric,Value
macTxDrop,0
macRxDrop,585675
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,83422
dropTxing,10400
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,99664
dropPreambleDetectFailure,387144
dropReceptionAbortedByTx,0
dropLSigFailure,78
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,4822
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,145
