Metric,Value
macTxDrop,0
macRxDrop,2079455
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,204062
dropTxing,46696
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,92512
dropPreambleDetectFailure,1720330
dropReceptionAbortedByTx,6
dropLSigFailure,410
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,15103
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,336
