Metric,Value
macTxDrop,0
macRxDrop,3743310
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,308277
dropTxing,60831
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,62531
dropPreambleDetectFailure,3263145
dropReceptionAbortedByTx,13
dropLSigFailure,419
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,47802
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,292
