Metric,Value
macTxDrop,0
macRxDrop,2674048
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,625790
dropTxing,46001
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,301852
dropPreambleDetectFailure,1690441
dropReceptionAbortedByTx,0
dropLSigFailure,183
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,9464
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,317
