Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,4133,4067,2464,0
1,2950,0,6203,4067,2689,1
2,2950,0,4990,4458,1968,4
3,2950,0,6360,4928,1170,42
4,2950,0,3033,3873,0,0
5,2950,0,5006,4941,1291,30
6,0,0,593,478,0,0
7,0,0,906,443,0,0
8,0,0,2823,975,0,1
9,0,0,785,514,0,1
10,0,0,4700,1452,0,53
11,0,35,1508,521,0,0
12,0,0,2227,757,0,3
13,0,0,3316,1074,0,3
14,0,0,2054,703,0,6
15,0,0,2187,767,0,2
16,0,0,3842,2465,0,90
17,0,0,2701,902,0,11
18,0,0,4187,1239,0,4
19,0,0,4992,2293,0,135
20,0,0,5400,1476,0,21
21,0,0,2970,894,0,6
22,0,0,909,450,0,0
23,0,0,1359,506,0,0
24,0,0,5086,1237,0,14
25,0,0,1351,566,0,1
26,0,0,2820,916,0,6
27,0,0,4607,2313,0,248
28,0,0,3418,1113,0,6
29,0,49,2044,718,0,5
30,0,0,2097,1040,0,136
31,0,0,5147,1266,0,4
32,0,0,1761,1075,0,100
33,0,0,4130,2330,0,382
34,0,0,2829,1041,0,14
35,0,0,3353,1044,0,0
36,0,9,3133,893,0,6
37,0,0,4300,1156,0,3
38,0,0,2553,721,0,13
39,0,0,5351,1468,0,27
40,0,0,3054,937,0,5
41,0,0,2208,822,0,3
42,0,0,3337,1987,0,2
43,0,1790,2988,437,0,0
44,0,0,5447,1464,0,37
45,0,0,2846,978,0,15
46,0,0,4713,1214,0,5
47,0,0,1901,764,0,4
48,0,0,3046,1582,0,30
49,0,0,2361,935,0,10
