OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.1.3,10.1.1.30,0,1,10.1.1.3,10.1.1.30,4,5,291.819,1
10.1.1.6,10.1.1.37,0,1,10.1.1.6,10.1.1.37,8,5.003,300.56,1
10.1.1.1,10.1.1.49,0,1,10.1.1.1,10.1.1.49,7,5.004,280.946,1
10.1.1.2,10.1.1.46,0,1,10.1.1.2,10.1.1.46,6,5.004,201.384,1
10.1.1.4,10.1.1.12,0,1,10.1.1.4,10.1.1.12,3,5.008,259.255,1
10.1.1.3,10.1.1.30,0,2,10.1.1.3,10.1.1.30,0,5.242,-1,0
10.1.1.4,10.1.1.12,0,2,10.1.1.4,10.1.1.12,0,5.242,-1,0
10.1.1.2,10.1.1.46,0,2,10.1.1.2,10.1.1.46,0,5.243,-1,0
10.1.1.1,10.1.1.49,0,2,10.1.1.1,10.1.1.49,0,5.245,-1,0
10.1.1.6,10.1.1.37,0,2,10.1.1.6,10.1.1.37,0,5.248,-1,0
10.1.1.4,10.1.1.12,0,3,10.1.1.4,10.1.1.12,0,5.641,-1,0
10.1.1.1,10.1.1.49,0,3,10.1.1.1,10.1.1.49,0,5.645,-1,0
10.1.1.2,10.1.1.46,0,3,10.1.1.2,10.1.1.46,0,5.646,-1,0
10.1.1.6,10.1.1.37,0,3,10.1.1.6,10.1.1.37,0,5.646,-1,0
10.1.1.3,10.1.1.30,0,3,10.1.1.3,10.1.1.30,0,5.648,-1,0
10.1.1.2,10.1.1.46,0,4,10.1.1.2,10.1.1.46,0,6.2,-1,0
10.1.1.6,10.1.1.37,0,4,10.1.1.6,10.1.1.37,0,6.202,-1,0
10.1.1.3,10.1.1.30,0,4,10.1.1.3,10.1.1.30,0,6.206,-1,0
10.1.1.4,10.1.1.12,0,4,10.1.1.4,10.1.1.12,0,6.209,-1,0
10.1.1.1,10.1.1.49,0,4,10.1.1.1,10.1.1.49,0,6.21,-1,0
10.1.1.6,10.1.1.37,0,5,10.1.1.6,10.1.1.37,0,6.923,-1,0
10.1.1.1,10.1.1.49,0,5,10.1.1.1,10.1.1.49,0,6.926,-1,0
10.1.1.2,10.1.1.46,0,5,10.1.1.2,10.1.1.46,0,6.926,-1,0
10.1.1.4,10.1.1.12,0,5,10.1.1.4,10.1.1.12,0,6.927,-1,0
10.1.1.3,10.1.1.30,0,5,10.1.1.3,10.1.1.30,0,6.93,-1,0
10.1.1.2,10.1.1.46,0,6,10.1.1.2,10.1.1.46,0,9.72,-1,0
10.1.1.4,10.1.1.12,0,6,10.1.1.4,10.1.1.12,0,9.723,-1,0
10.1.1.6,10.1.1.37,0,6,10.1.1.6,10.1.1.37,0,9.725,-1,0
10.1.1.3,10.1.1.30,0,6,10.1.1.3,10.1.1.30,0,9.726,-1,0
10.1.1.1,10.1.1.49,0,6,10.1.1.1,10.1.1.49,0,9.728,-1,0
10.1.1.1,10.1.1.49,0,7,10.1.1.1,10.1.1.49,0,12.005,-1,0
10.1.1.9,10.1.1.22,0,1,10.1.1.9,10.1.1.22,2,12.0128,147.04,1
10.1.1.1,10.1.1.49,0,8,10.1.1.1,10.1.1.49,0,13.102,-1,0
10.1.1.1,10.1.1.49,0,9,10.1.1.1,10.1.1.49,0,14.145,-1,0
10.1.1.4,10.1.1.12,0,7,10.1.1.4,10.1.1.12,0,15.4,-1,0
10.1.1.6,10.1.1.37,0,7,10.1.1.6,10.1.1.37,0,15.4,-1,0
10.1.1.2,10.1.1.46,0,7,10.1.1.2,10.1.1.46,0,15.407,-1,0
10.1.1.4,10.1.1.12,0,8,10.1.1.4,10.1.1.12,0,15.646,-1,0
10.1.1.6,10.1.1.37,0,8,10.1.1.6,10.1.1.37,0,15.646,-1,0
10.1.1.2,10.1.1.46,0,8,10.1.1.2,10.1.1.46,0,15.647,-1,0
10.1.1.6,10.1.1.37,0,9,10.1.1.6,10.1.1.37,0,16.041,-1,0
10.1.1.4,10.1.1.12,0,9,10.1.1.4,10.1.1.12,0,16.044,-1,0
10.1.1.2,10.1.1.46,0,9,10.1.1.2,10.1.1.46,0,16.045,-1,0
10.1.1.2,10.1.1.46,0,10,10.1.1.2,10.1.1.46,0,16.601,-1,0
10.1.1.6,10.1.1.37,0,10,10.1.1.6,10.1.1.37,0,16.602,-1,0
10.1.1.4,10.1.1.12,0,10,10.1.1.4,10.1.1.12,0,16.605,-1,0
10.1.1.1,10.1.1.49,0,10,10.1.1.1,10.1.1.49,0,16.945,-1,0
10.1.1.3,10.1.1.30,0,7,10.1.1.3,10.1.1.30,0,17.004,-1,0
10.1.1.2,10.1.1.46,0,11,10.1.1.2,10.1.1.46,0,17.32,-1,0
10.1.1.6,10.1.1.37,0,11,10.1.1.6,10.1.1.37,0,17.321,-1,0
10.1.1.4,10.1.1.12,0,11,10.1.1.4,10.1.1.12,0,17.322,-1,0
10.1.1.42,10.1.1.23,0,1,10.1.1.42,10.1.1.23,1,17.3633,17.4092,1
10.1.1.3,10.1.1.30,0,8,10.1.1.3,10.1.1.30,0,17.803,-1,0
10.1.1.6,10.1.1.37,0,12,10.1.1.6,10.1.1.37,0,20.121,-1,0
