Metric,Value
macTxDrop,0
macRxDrop,817764
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,45632
dropTxing,17630
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,24793
dropPreambleDetectFailure,716080
dropReceptionAbortedByTx,19
dropLSigFailure,251
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,13132
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,227
