Metric,Value
macTxDrop,0
macRxDrop,7780929
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1506765
dropTxing,216960
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,418466
dropPreambleDetectFailure,5585974
dropReceptionAbortedByTx,15
dropLSigFailure,2089
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,49542
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1118
