Metric,Value
macTxDrop,0
macRxDrop,10241573
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2007646
dropTxing,240851
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,454690
dropPreambleDetectFailure,7477429
dropReceptionAbortedByTx,11
dropLSigFailure,855
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,59035
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1056
