Metric,Value
macTxDrop,0
macRxDrop,3401820
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,272867
dropTxing,62757
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,51037
dropPreambleDetectFailure,2985036
dropReceptionAbortedByTx,5
dropLSigFailure,234
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,29672
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,212
