Metric,Value
macTxDrop,0
macRxDrop,16759512
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2306233
dropTxing,256724
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1152435
dropPreambleDetectFailure,13007611
dropReceptionAbortedByTx,17
dropLSigFailure,343
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,33268
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2881
