OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.0.3,10.1.0.218,0,1,10.1.0.3,10.1.0.218,15,5,300.943,1
10.1.0.5,10.1.0.42,0,1,10.1.0.5,10.1.0.42,18,5.001,302.407,1
10.1.0.1,10.1.0.128,0,1,10.1.0.1,10.1.0.128,12,5.004,300.259,1
10.1.0.2,10.1.1.44,0,1,10.1.0.2,10.1.1.44,4,5.004,301.177,1
10.1.0.4,10.1.1.25,0,1,10.1.0.4,10.1.1.25,19,5.006,298.32,1
10.1.0.6,10.1.0.94,0,1,10.1.0.6,10.1.0.94,17,5.01,270.709,1
10.1.0.3,10.1.0.218,0,2,10.1.0.3,10.1.0.218,0,5.24,-1,0
10.1.0.4,10.1.1.25,0,2,10.1.0.4,10.1.1.25,0,5.243,-1,0
10.1.0.2,10.1.1.44,0,2,10.1.0.2,10.1.1.44,0,5.244,-1,0
10.1.0.1,10.1.0.128,0,2,10.1.0.1,10.1.0.128,0,5.246,-1,0
10.1.0.5,10.1.0.42,0,2,10.1.0.5,10.1.0.42,0,5.248,-1,0
10.1.0.6,10.1.0.94,0,2,10.1.0.6,10.1.0.94,0,5.248,-1,0
10.1.0.3,10.1.0.218,0,3,10.1.0.3,10.1.0.218,0,5.641,-1,0
10.1.0.1,10.1.0.128,0,3,10.1.0.1,10.1.0.128,0,5.642,-1,0
10.1.0.6,10.1.0.94,0,3,10.1.0.6,10.1.0.94,0,5.642,-1,0
10.1.0.2,10.1.1.44,0,3,10.1.0.2,10.1.1.44,0,5.643,-1,0
10.1.0.5,10.1.0.42,0,3,10.1.0.5,10.1.0.42,0,5.643,-1,0
10.1.0.4,10.1.1.25,0,3,10.1.0.4,10.1.1.25,0,5.648,-1,0
10.1.0.3,10.1.0.218,0,4,10.1.0.3,10.1.0.218,0,6.201,-1,0
10.1.0.6,10.1.0.94,0,4,10.1.0.6,10.1.0.94,0,6.201,-1,0
10.1.0.4,10.1.1.25,0,4,10.1.0.4,10.1.1.25,0,6.203,-1,0
10.1.0.5,10.1.0.42,0,4,10.1.0.5,10.1.0.42,0,6.204,-1,0
10.1.0.1,10.1.0.128,0,4,10.1.0.1,10.1.0.128,0,6.208,-1,0
10.1.0.2,10.1.1.44,0,4,10.1.0.2,10.1.1.44,0,6.401,-1,0
10.1.0.39,10.1.1.24,0,1,10.1.0.39,10.1.1.24,6,6.70469,293.577,1
10.1.0.3,10.1.0.218,0,5,10.1.0.3,10.1.0.218,0,6.921,-1,0
10.1.0.6,10.1.0.94,0,5,10.1.0.6,10.1.0.94,0,6.927,-1,0
10.1.0.1,10.1.0.128,0,5,10.1.0.1,10.1.0.128,0,6.929,-1,0
10.1.0.5,10.1.0.42,0,5,10.1.0.5,10.1.0.42,0,6.929,-1,0
10.1.0.220,10.1.0.217,0,1,10.1.0.220,10.1.0.217,4,7.01736,76.5619,1
10.1.0.253,10.1.1.25,0,1,10.1.0.253,10.1.1.25,2,7.10804,7.97461,1
10.1.0.244,10.1.0.148,0,1,10.1.0.244,10.1.0.148,5,7.17671,129.663,1
10.1.0.2,10.1.1.44,0,5,10.1.0.2,10.1.1.44,0,7.204,-1,0
10.1.0.4,10.1.1.25,0,5,10.1.0.4,10.1.1.25,0,7.204,-1,0
10.1.0.244,10.1.0.37,0,2,10.1.0.244,10.1.0.37,4,7.21554,11.3396,1
10.1.1.30,10.1.0.33,0,1,10.1.1.30,10.1.0.33,2,7.28207,8.32042,1
10.1.0.37,10.1.0.244,0,1,10.1.0.37,10.1.0.244,3,7.29698,10.6862,1
10.1.0.216,10.1.0.148,0,1,10.1.0.216,10.1.0.148,2,7.31111,284.005,1
10.1.1.30,10.1.0.206,0,2,10.1.1.30,10.1.0.206,1,7.31491,7.4034,1
10.1.0.227,10.1.0.217,0,1,10.1.0.227,10.1.0.217,1,7.39405,7.41804,1
10.1.0.4,10.1.1.25,0,6,10.1.0.4,10.1.1.25,0,7.405,-1,0
10.1.0.119,10.1.1.30,0,1,10.1.0.119,10.1.1.30,4,7.44737,213.039,1
