Metric,Value
macTxDrop,0
macRxDrop,36030063
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,3804020
dropTxing,314379
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,402728
dropPreambleDetectFailure,31442149
dropReceptionAbortedByTx,6
dropLSigFailure,328
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,65818
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,635
