Metric,Value
macTxDrop,0
macRxDrop,6463096
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,812019
dropTxing,190525
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,186995
dropPreambleDetectFailure,5191449
dropReceptionAbortedByTx,23
dropLSigFailure,375
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,80881
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,829
