Metric,Value
macTxDrop,0
macRxDrop,5561888
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1657421
dropTxing,176295
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,544647
dropPreambleDetectFailure,3172012
dropReceptionAbortedByTx,3
dropLSigFailure,2308
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,8271
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,931
