Metric,Value
macTxDrop,0
macRxDrop,2177545
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,289607
dropTxing,44002
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,113634
dropPreambleDetectFailure,1719802
dropReceptionAbortedByTx,17
dropLSigFailure,1424
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,8652
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,407
