Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,23675,8461,1105,31
1,2950,0,33391,8516,1042,8
2,2950,0,22826,6601,183,0
3,2950,0,32843,8597,1611,13
4,2950,0,9195,6334,389,3
5,2950,0,27593,9232,576,4
6,0,0,31127,5491,0,27
7,0,0,31422,5831,0,37
8,0,0,17648,4967,0,20
9,0,0,12385,4062,0,0
10,0,0,14793,4148,0,0
11,0,0,32198,5294,0,12
12,0,0,8108,2566,0,0
13,0,0,19131,5124,0,34
14,0,0,20263,5102,0,3
15,0,0,20717,3745,0,0
16,0,0,15326,2659,0,0
17,0,0,20332,2988,0,0
18,0,0,30489,4759,0,7
19,0,0,11205,3926,0,51
20,0,0,8330,2523,0,1
21,0,0,12796,3584,0,3
22,0,67,36563,5712,0,3
23,0,0,15105,4537,0,0
24,0,0,20131,3539,0,3
25,0,0,12405,3945,0,91
26,0,0,24773,3872,0,55
27,0,0,19412,4651,0,0
28,0,0,23104,3587,0,12
29,0,0,4413,2084,0,24
30,0,0,21618,3303,0,11
31,0,0,17014,3271,0,0
32,0,0,20759,5677,0,25
33,0,0,16428,2998,0,0
34,0,0,21936,4380,0,2
35,0,0,12926,3991,0,49
36,0,0,17733,4880,0,7
37,0,0,15477,2875,0,1
38,0,0,17665,4180,0,1
39,0,0,32745,5234,0,16
40,0,0,22465,3435,0,5
41,0,0,7951,2773,0,1
42,0,0,29058,4975,0,11
43,0,0,21535,3740,0,9
44,0,0,13370,2741,0,0
45,0,0,17053,3545,0,0
46,0,0,21671,4115,0,11
47,0,0,29309,4954,0,2
48,0,4,27634,3961,0,13
49,0,0,28720,4489,0,2
50,0,0,18549,2999,0,0
51,0,0,24445,3472,0,3
52,0,0,21205,5270,0,9
53,0,0,26650,4427,0,12
54,0,0,36429,5817,0,13
55,0,0,34148,5533,0,23
56,0,0,16328,3760,0,0
57,0,0,16223,5041,0,6
58,0,0,27509,4170,0,8
59,0,0,27214,5761,0,1
60,0,0,23403,4021,0,1
61,0,0,33200,5480,0,17
62,0,0,19743,4825,0,0
63,0,0,22089,5240,0,31
64,0,1,23613,4745,0,14
65,0,0,29838,5014,0,15
66,0,0,16964,5035,0,145
67,0,0,29400,5067,0,0
68,0,0,26566,4281,0,1
69,0,0,19128,3376,0,0
70,0,0,19950,3651,0,0
71,0,0,24923,4433,0,1
72,0,0,9652,3177,0,4
73,0,0,34748,5666,0,33
74,0,0,20157,4896,0,4
75,0,0,16671,3198,0,0
76,0,0,21132,4699,0,0
77,0,0,34267,5634,0,11
78,0,0,31255,5130,0,16
79,0,0,20235,3840,0,0
80,0,0,30509,5350,0,2
81,0,0,30485,4723,0,4
82,0,0,31543,5434,0,48
83,0,0,22311,5323,0,25
84,0,0,23698,4600,0,2
85,0,0,23776,4219,0,1
86,0,0,21865,4084,0,23
87,0,0,28425,4879,0,5
88,0,0,20549,4849,0,70
89,0,0,19907,5044,0,1
90,0,0,24475,4306,0,0
91,0,0,5300,2109,0,13
92,0,0,19455,2793,0,0
93,0,0,14672,3409,0,0
94,0,0,23199,4949,0,4
95,0,0,15512,2379,0,0
96,0,0,17338,3170,0,1
97,0,0,18323,5316,0,18
98,0,0,25449,5761,0,42
99,0,0,20332,2819,0,0
100,0,0,28591,4826,0,2
101,0,0,9861,2959,0,0
102,0,0,7624,2864,0,18
103,0,0,19317,3024,0,0
104,0,0,23750,5054,0,61
105,0,0,20052,2833,0,0
106,0,0,17490,4130,0,0
107,0,0,33461,5399,0,27
108,0,0,24333,4070,0,1
109,0,34,19023,3989,0,0
110,0,0,29484,4357,0,1
111,0,0,33789,5348,0,20
112,0,0,13936,4634,0,4
113,0,0,28679,5228,0,1
114,0,0,27545,5023,0,2
115,0,0,23078,4176,0,1
116,0,0,25887,5433,0,9
117,0,0,8489,2773,0,0
118,0,0,29140,4699,0,21
119,0,0,30850,6008,0,7
120,0,0,13389,4134,0,13
121,0,0,17382,2461,0,0
122,0,0,12474,2897,0,2
123,0,0,21106,3635,0,15
124,0,0,29707,4530,0,8
125,0,0,30091,4582,0,0
126,0,0,21332,3896,0,4
127,0,0,22265,5287,0,61
128,0,0,29614,5304,0,22
129,0,0,33197,5225,0,6
130,0,0,19436,2880,0,0
131,0,0,25332,5107,0,0
132,0,0,27186,4710,0,3
133,0,0,28920,5880,0,21
134,0,0,18629,3000,0,0
135,0,0,26307,4274,0,23
136,0,0,19323,3035,0,0
137,0,0,28159,4903,0,0
138,0,0,16659,3574,0,0
139,0,0,19262,2837,0,0
140,0,3,19670,2801,0,1
141,0,0,34048,5530,0,21
142,0,0,29433,5210,0,38
143,0,0,27876,5401,0,4
144,0,0,35328,5631,0,6
145,0,0,17643,2574,0,0
146,0,0,19671,3499,0,3
147,0,0,18564,5227,0,4
148,0,0,15428,3737,0,2
149,0,0,20682,3240,0,0
