Metric,Value
macTxDrop,0
macRxDrop,12618367
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1675671
dropTxing,145147
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,314280
dropPreambleDetectFailure,10327074
dropReceptionAbortedByTx,6
dropLSigFailure,534
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,155224
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,431
