Metric,Value
macTxDrop,0
macRxDrop,2522680
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,618917
dropTxing,62438
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,249772
dropPreambleDetectFailure,1583926
dropReceptionAbortedByTx,11
dropLSigFailure,1793
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,5208
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,615
