Metric,Value
macTxDrop,0
macRxDrop,7380548
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1953269
dropTxing,257765
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,521301
dropPreambleDetectFailure,4631303
dropReceptionAbortedByTx,5
dropLSigFailure,3391
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,12365
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1149
