Metric,Value
macTxDrop,0
macRxDrop,29710068
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,6262509
dropTxing,168853
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,935687
dropPreambleDetectFailure,22213516
dropReceptionAbortedByTx,2
dropLSigFailure,1235
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,127762
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,504
