Metric,Value
macTxDrop,0
macRxDrop,10599781
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1757848
dropTxing,185781
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,189347
dropPreambleDetectFailure,8374103
dropReceptionAbortedByTx,22
dropLSigFailure,1143
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,91010
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,527
