Metric,Value
macTxDrop,0
macRxDrop,8825279
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1244903
dropTxing,150586
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,436217
dropPreambleDetectFailure,6921390
dropReceptionAbortedByTx,37
dropLSigFailure,1319
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,69180
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1647
