Metric,Value
macTxDrop,0
macRxDrop,10659569
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1795967
dropTxing,194922
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,202212
dropPreambleDetectFailure,8425661
dropReceptionAbortedByTx,9
dropLSigFailure,1844
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,38585
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,369
