Metric,Value
macTxDrop,0
macRxDrop,9245101
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2510172
dropTxing,214677
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1009665
dropPreambleDetectFailure,5475722
dropReceptionAbortedByTx,88
dropLSigFailure,4809
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,26922
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,3046
