Metric,Value
macTxDrop,0
macRxDrop,2534549
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,330114
dropTxing,54412
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,132450
dropPreambleDetectFailure,2005994
dropReceptionAbortedByTx,12
dropLSigFailure,1490
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,9642
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,435
