Metric,Value
macTxDrop,0
macRxDrop,4221833
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,297447
dropTxing,119724
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,52527
dropPreambleDetectFailure,3737498
dropReceptionAbortedByTx,22
dropLSigFailure,241
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,13721
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,653
