Metric,Value
macTxDrop,0
macRxDrop,12830360
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2066217
dropTxing,295046
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1013641
dropPreambleDetectFailure,9432490
dropReceptionAbortedByTx,1
dropLSigFailure,111
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,21018
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1836
