Metric,Value
macTxDrop,0
macRxDrop,35160246
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,7179494
dropTxing,186184
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,923511
dropPreambleDetectFailure,26762360
dropReceptionAbortedByTx,4
dropLSigFailure,1489
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,106575
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,629
