Metric,Value
macTxDrop,0
macRxDrop,423044
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,10262
dropTxing,3709
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,3001
dropPreambleDetectFailure,405556
dropReceptionAbortedByTx,0
dropLSigFailure,47
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,447
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,22
