Metric,Value
macTxDrop,0
macRxDrop,16930560
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2503902
dropTxing,199470
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1384264
dropPreambleDetectFailure,12802954
dropReceptionAbortedByTx,5
dropLSigFailure,450
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,37481
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2034
