Metric,Value
macTxDrop,0
macRxDrop,8121759
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2121675
dropTxing,280734
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,562248
dropPreambleDetectFailure,5138689
dropReceptionAbortedByTx,3
dropLSigFailure,4705
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,12506
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1199
