Metric,Value
macTxDrop,0
macRxDrop,9281513
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,305435
dropTxing,80440
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,148207
dropPreambleDetectFailure,8716264
dropReceptionAbortedByTx,19
dropLSigFailure,171
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,30029
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,948
