Metric,Value
macTxDrop,0
macRxDrop,13997364
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1050235
dropTxing,172038
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,303347
dropPreambleDetectFailure,12336515
dropReceptionAbortedByTx,5
dropLSigFailure,120
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,134552
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,552
