Metric,Value
macTxDrop,0
macRxDrop,21861802
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1716260
dropTxing,435226
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,460476
dropPreambleDetectFailure,19191674
dropReceptionAbortedByTx,7
dropLSigFailure,219
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,55859
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2081
