Metric,Value
macTxDrop,0
macRxDrop,1092863
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,25121
dropTxing,10393
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,10301
dropPreambleDetectFailure,1042630
dropReceptionAbortedByTx,3
dropLSigFailure,13
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,4319
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,83
