OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.1.6,10.1.1.18,0,1,10.1.1.6,10.1.1.18,7,5.002,236.036,1
10.1.1.5,10.1.1.10,0,1,10.1.1.5,10.1.1.10,8,5.005,248.77,1
10.1.1.1,10.1.1.24,0,1,10.1.1.1,10.1.1.24,3,5.007,286.17,1
10.1.1.4,10.1.1.47,0,1,10.1.1.4,10.1.1.47,13,5.007,225.63,1
10.1.1.2,10.1.1.50,0,1,10.1.1.2,10.1.1.50,7,5.009,251.119,1
10.1.1.1,10.1.1.24,0,2,10.1.1.1,10.1.1.24,0,5.24,-1,0
10.1.1.2,10.1.1.50,0,2,10.1.1.2,10.1.1.50,0,5.241,-1,0
10.1.1.6,10.1.1.18,0,2,10.1.1.6,10.1.1.18,0,5.242,-1,0
10.1.1.4,10.1.1.47,0,2,10.1.1.4,10.1.1.47,0,5.25,-1,0
10.1.1.5,10.1.1.10,0,2,10.1.1.5,10.1.1.10,0,5.25,-1,0
10.1.1.6,10.1.1.18,0,3,10.1.1.6,10.1.1.18,0,5.648,-1,0
10.1.1.1,10.1.1.24,0,3,10.1.1.1,10.1.1.24,0,5.649,-1,0
10.1.1.2,10.1.1.50,0,3,10.1.1.2,10.1.1.50,0,5.65,-1,0
10.1.1.4,10.1.1.47,0,3,10.1.1.4,10.1.1.47,0,5.65,-1,0
10.1.1.5,10.1.1.10,0,3,10.1.1.5,10.1.1.10,0,5.65,-1,0
10.1.1.1,10.1.1.24,0,4,10.1.1.1,10.1.1.24,0,6.201,-1,0
10.1.1.2,10.1.1.50,0,4,10.1.1.2,10.1.1.50,0,6.205,-1,0
10.1.1.4,10.1.1.47,0,4,10.1.1.4,10.1.1.47,0,6.207,-1,0
10.1.1.5,10.1.1.10,0,4,10.1.1.5,10.1.1.10,0,6.207,-1,0
10.1.1.6,10.1.1.18,0,4,10.1.1.6,10.1.1.18,0,6.208,-1,0
