Metric,Value
macTxDrop,0
macRxDrop,15912112
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1737133
dropTxing,245981
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,819550
dropPreambleDetectFailure,13077026
dropReceptionAbortedByTx,42
dropLSigFailure,577
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,28925
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2878
