Metric,Value
macTxDrop,0
macRxDrop,3612280
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,689378
dropTxing,92769
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,274586
dropPreambleDetectFailure,2537587
dropReceptionAbortedByTx,19
dropLSigFailure,1724
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,15350
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,867
