Metric,Value
macTxDrop,0
macRxDrop,1463503
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,106962
dropTxing,35764
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,33896
dropPreambleDetectFailure,1261247
dropReceptionAbortedByTx,34
dropLSigFailure,262
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,24855
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,483
