Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,7789,3262,0,0
1,2950,0,8400,3365,0,0
2,2950,0,8201,3797,0,0
3,2950,0,8587,3457,0,0
4,2950,0,8719,3441,0,0
5,2950,0,7420,3546,0,0
6,0,0,12757,346,0,0
7,0,0,7362,1087,0,0
8,0,0,10491,180,0,0
9,0,0,10203,454,0,0
10,0,0,7464,275,0,0
11,0,0,7724,490,0,0
12,0,0,8719,556,0,0
13,0,0,10205,256,0,0
14,0,0,13714,479,0,0
15,0,0,11517,382,0,0
16,0,0,7661,220,0,0
17,0,0,7537,226,0,0
18,0,0,7083,215,0,0
19,0,0,8739,488,0,0
20,0,0,8261,452,0,0
21,0,0,13244,307,0,0
22,0,0,14381,441,0,0
23,0,0,7100,252,0,0
24,0,0,7454,489,0,0
25,0,0,9612,566,0,0
26,0,0,12313,572,0,0
27,0,0,8154,559,0,0
28,0,0,12981,371,0,0
29,0,0,8268,441,0,0
30,0,0,13323,424,0,0
31,0,0,8276,436,0,0
32,0,0,8860,568,0,0
33,0,0,13371,274,0,0
34,0,0,10864,494,0,0
35,0,0,14036,463,0,0
36,0,0,10825,463,0,0
37,0,0,11665,405,0,0
38,0,0,14546,314,0,0
39,0,0,7628,342,0,0
40,0,0,7172,270,0,0
41,0,0,11640,436,0,0
42,0,0,9917,173,0,0
43,0,0,8629,428,0,0
44,0,0,13544,340,0,0
45,0,0,15206,310,0,0
46,0,0,11563,407,0,0
47,0,0,13135,391,0,0
48,0,0,6603,395,0,0
49,0,0,13211,256,0,0
50,0,0,10933,304,0,0
51,0,0,12500,441,0,0
52,0,0,10708,287,0,0
53,0,0,9726,475,0,0
54,0,0,8501,448,0,0
55,0,1845,12679,300,0,0
56,0,0,11686,374,0,0
57,0,0,9273,545,0,0
58,0,0,9402,266,0,0
59,0,0,14454,325,0,0
60,0,0,11155,448,0,0
61,0,0,13436,457,0,0
62,0,0,15377,288,0,0
