Metric,Value
macTxDrop,0
macRxDrop,25736585
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,3997003
dropTxing,159877
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,465999
dropPreambleDetectFailure,21032440
dropReceptionAbortedByTx,5
dropLSigFailure,913
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,79852
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,496
