Metric,Value
macTxDrop,0
macRxDrop,7919990
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1389321
dropTxing,163385
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,346407
dropPreambleDetectFailure,5998818
dropReceptionAbortedByTx,6
dropLSigFailure,721
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,20640
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,692
