Metric,Value
macTxDrop,0
macRxDrop,15464669
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2698853
dropTxing,367890
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1263207
dropPreambleDetectFailure,11109418
dropReceptionAbortedByTx,0
dropLSigFailure,149
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,22986
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2166
