Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,12502,7001,478,38
1,2950,0,15023,6729,345,40
2,2950,0,8762,5772,208,34
3,2950,0,8814,5394,983,2
4,2950,0,9459,5522,1184,47
5,2950,0,12028,6731,106,19
6,0,0,5579,1403,0,0
7,0,0,5195,1590,0,4
8,0,0,6478,2311,0,27
9,0,0,10251,3732,0,13
10,0,96,15323,3137,0,2
11,0,0,4218,1485,0,2
12,0,0,5436,1154,0,0
13,0,0,6848,1520,0,0
14,0,0,9859,4050,0,126
15,0,1463,10224,2967,0,7
16,0,0,7797,2042,0,0
17,0,0,12376,3438,0,53
18,0,0,16451,3414,0,0
19,0,0,5670,1632,0,1
20,0,0,5933,1621,0,0
21,0,0,8593,2489,0,34
22,0,0,16769,3421,0,0
23,0,0,5660,1803,0,0
24,0,0,5251,1101,0,0
25,0,0,5359,1235,0,0
26,0,0,5935,2094,0,1
27,0,0,6074,1418,0,0
28,0,0,11219,2918,0,0
29,0,0,13154,2447,0,0
30,0,0,16842,3499,0,0
31,0,29,12640,3450,0,8
32,0,0,8415,2263,0,3
33,0,0,11027,2189,0,0
34,0,0,8952,2899,0,41
35,0,0,15060,3723,0,8
36,0,0,11515,3787,0,5
37,0,0,8912,1983,0,0
38,0,0,14378,4065,0,0
39,0,0,15476,3018,0,0
40,0,0,10546,4140,0,13
41,0,0,11548,2482,0,0
42,0,0,16171,3163,0,0
43,0,0,10968,3362,0,19
44,0,0,14687,2617,0,0
45,0,0,7721,2051,0,0
46,0,0,4091,1375,0,0
47,0,0,1650,946,0,4
48,0,0,7733,2870,0,20
49,0,0,11300,2061,0,0
50,0,0,14023,2794,0,0
51,0,0,12051,2021,0,0
52,0,0,7192,1710,0,0
53,0,0,10356,3043,0,39
54,0,0,7646,2086,0,0
55,0,0,14977,3579,0,0
56,0,79,8798,1753,0,0
57,0,0,13327,2265,0,0
58,0,0,14115,3660,0,0
59,0,0,12832,3836,0,56
60,0,0,13600,3889,0,3
61,0,0,4108,1609,0,0
62,0,0,7588,1531,0,0
63,0,0,6935,1795,0,2
64,0,0,14311,3850,0,4
65,0,0,5878,1327,0,0
66,0,0,11111,2170,0,0
67,0,0,5271,1328,0,0
68,0,0,15748,3666,0,2
69,0,0,7590,2285,0,13
70,0,0,10111,3613,0,1
71,0,65,5626,2137,0,23
72,0,0,8932,3383,0,23
73,0,0,11781,2472,0,0
74,0,0,8364,2960,0,43
75,0,0,14809,3101,0,0
76,0,0,6814,1667,0,0
77,0,0,2429,1109,0,0
78,0,0,10639,3795,0,76
79,0,0,8667,1966,0,1
80,0,0,6822,1432,0,0
81,0,0,12009,3715,0,92
82,0,0,8532,3722,0,55
83,0,0,11937,2193,0,1
84,0,1,17199,3068,0,0
85,0,0,12743,3815,0,51
86,0,0,13677,3838,0,48
87,0,0,5273,1857,0,2
88,0,0,7545,2811,0,15
89,0,0,8030,2736,0,4
90,0,0,11554,2176,0,0
91,0,0,6618,1401,0,0
92,0,0,12974,3904,0,82
93,0,0,14494,2456,0,0
94,0,0,12341,3467,0,39
95,0,0,13925,2421,0,0
96,0,0,7663,1629,0,0
97,0,0,12903,2616,0,0
98,0,0,9187,3795,0,106
99,0,0,8217,1828,0,0
