Metric,Value
macTxDrop,0
macRxDrop,1971070
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,162138
dropTxing,41740
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,74515
dropPreambleDetectFailure,1675655
dropReceptionAbortedByTx,12
dropLSigFailure,525
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,16194
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,291
