Metric,Value
macTxDrop,0
macRxDrop,19762693
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,3077735
dropTxing,287933
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1477650
dropPreambleDetectFailure,14834660
dropReceptionAbortedByTx,28
dropLSigFailure,926
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,80723
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,3038
