Metric,Value
macTxDrop,0
macRxDrop,8065867
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1112334
dropTxing,135197
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,129676
dropPreambleDetectFailure,6624161
dropReceptionAbortedByTx,29
dropLSigFailure,1166
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,62857
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,447
