Metric,Value
macTxDrop,0
macRxDrop,6901050
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,552000
dropTxing,128152
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,216621
dropPreambleDetectFailure,5925070
dropReceptionAbortedByTx,62
dropLSigFailure,1338
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,76119
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1688
