OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.1.1,10.1.1.46,0,1,10.1.1.1,10.1.1.46,11,5.001,297.672,1
10.1.1.4,10.1.1.94,0,1,10.1.1.4,10.1.1.94,13,5.006,298.224,1
10.1.1.2,10.1.1.22,0,1,10.1.1.2,10.1.1.22,6,5.007,298.439,1
10.1.1.6,10.1.1.95,0,1,10.1.1.6,10.1.1.95,7,5.007,297.752,1
10.1.1.3,10.1.1.7,0,1,10.1.1.3,10.1.1.7,10,5.009,298.747,1
10.1.1.5,10.1.1.57,0,1,10.1.1.5,10.1.1.57,12,5.009,299.983,1
10.1.1.4,10.1.1.94,0,2,10.1.1.4,10.1.1.94,0,5.242,-1,0
10.1.1.3,10.1.1.7,0,2,10.1.1.3,10.1.1.7,0,5.246,-1,0
10.1.1.1,10.1.1.46,0,2,10.1.1.1,10.1.1.46,0,5.248,-1,0
10.1.1.5,10.1.1.57,0,2,10.1.1.5,10.1.1.57,0,5.248,-1,0
10.1.1.6,10.1.1.95,0,2,10.1.1.6,10.1.1.95,0,5.248,-1,0
10.1.1.2,10.1.1.22,0,2,10.1.1.2,10.1.1.22,0,5.25,-1,0
10.1.1.4,10.1.1.94,0,3,10.1.1.4,10.1.1.94,0,5.644,-1,0
10.1.1.6,10.1.1.95,0,3,10.1.1.6,10.1.1.95,0,5.645,-1,0
10.1.1.2,10.1.1.22,0,3,10.1.1.2,10.1.1.22,0,5.646,-1,0
10.1.1.3,10.1.1.7,0,3,10.1.1.3,10.1.1.7,0,5.648,-1,0
10.1.1.5,10.1.1.57,0,3,10.1.1.5,10.1.1.57,0,5.648,-1,0
10.1.1.1,10.1.1.46,0,3,10.1.1.1,10.1.1.46,0,5.649,-1,0
10.1.1.2,10.1.1.22,0,4,10.1.1.2,10.1.1.22,0,6.201,-1,0
10.1.1.3,10.1.1.7,0,4,10.1.1.3,10.1.1.7,0,6.201,-1,0
10.1.1.1,10.1.1.46,0,4,10.1.1.1,10.1.1.46,0,6.204,-1,0
10.1.1.5,10.1.1.57,0,4,10.1.1.5,10.1.1.57,0,6.205,-1,0
10.1.1.4,10.1.1.94,0,4,10.1.1.4,10.1.1.94,0,6.206,-1,0
10.1.1.6,10.1.1.95,0,4,10.1.1.6,10.1.1.95,0,6.207,-1,0
10.1.1.1,10.1.1.46,0,5,10.1.1.1,10.1.1.46,0,6.92,-1,0
10.1.1.3,10.1.1.7,0,5,10.1.1.3,10.1.1.7,0,6.92,-1,0
10.1.1.4,10.1.1.94,0,5,10.1.1.4,10.1.1.94,0,6.923,-1,0
10.1.1.5,10.1.1.57,0,5,10.1.1.5,10.1.1.57,0,6.928,-1,0
10.1.1.2,10.1.1.22,0,5,10.1.1.2,10.1.1.22,0,6.93,-1,0
10.1.1.6,10.1.1.95,0,5,10.1.1.6,10.1.1.95,0,9.704,-1,0
10.1.1.5,10.1.1.57,0,6,10.1.1.5,10.1.1.57,0,9.72,-1,0
10.1.1.1,10.1.1.46,0,6,10.1.1.1,10.1.1.46,0,9.728,-1,0
10.1.1.3,10.1.1.7,0,6,10.1.1.3,10.1.1.7,0,9.728,-1,0
10.1.1.4,10.1.1.94,0,6,10.1.1.4,10.1.1.94,0,9.728,-1,0
10.1.1.2,10.1.1.22,0,6,10.1.1.2,10.1.1.22,0,9.73,-1,0
10.1.1.84,10.1.1.65,0,1,10.1.1.84,10.1.1.65,1,9.77069,243.73,1
10.1.1.6,10.1.1.95,0,6,10.1.1.6,10.1.1.95,0,10.707,-1,0
10.1.1.71,10.1.1.16,0,1,10.1.1.71,10.1.1.16,1,12.7256,12.7993,1
10.1.1.71,10.1.1.93,0,2,10.1.1.71,10.1.1.93,1,12.7447,99.7461,1
10.1.1.6,10.1.1.95,0,7,10.1.1.6,10.1.1.95,0,13.201,-1,0
10.1.1.4,10.1.1.94,0,7,10.1.1.4,10.1.1.94,0,15.405,-1,0
10.1.1.2,10.1.1.22,0,7,10.1.1.2,10.1.1.22,0,15.406,-1,0
10.1.1.1,10.1.1.46,0,7,10.1.1.1,10.1.1.46,0,15.407,-1,0
10.1.1.3,10.1.1.7,0,7,10.1.1.3,10.1.1.7,0,15.408,-1,0
10.1.1.5,10.1.1.57,0,7,10.1.1.5,10.1.1.57,0,15.409,-1,0
10.1.1.4,10.1.1.94,0,8,10.1.1.4,10.1.1.94,0,15.642,-1,0
10.1.1.2,10.1.1.22,0,8,10.1.1.2,10.1.1.22,0,15.645,-1,0
10.1.1.3,10.1.1.7,0,8,10.1.1.3,10.1.1.7,0,15.647,-1,0
10.1.1.5,10.1.1.57,0,8,10.1.1.5,10.1.1.57,0,15.647,-1,0
10.1.1.1,10.1.1.46,0,8,10.1.1.1,10.1.1.46,0,15.649,-1,0
10.1.1.49,10.1.1.32,0,1,10.1.1.49,10.1.1.32,0,15.6719,290.8,1
10.1.1.6,10.1.1.95,0,8,10.1.1.6,10.1.1.95,0,16.007,-1,0
10.1.1.2,10.1.1.22,0,9,10.1.1.2,10.1.1.22,0,16.044,-1,0
