Metric,Value
macTxDrop,0
macRxDrop,1847841
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,121251
dropTxing,31571
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,55213
dropPreambleDetectFailure,1626317
dropReceptionAbortedByTx,10
dropLSigFailure,287
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,12980
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,212
