Metric,Value
macTxDrop,0
macRxDrop,5050847
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,526714
dropTxing,99828
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,71875
dropPreambleDetectFailure,4314424
dropReceptionAbortedByTx,15
dropLSigFailure,413
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,37243
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,335
