Metric,Value
macTxDrop,0
macRxDrop,2547959
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,333489
dropTxing,112515
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,47432
dropPreambleDetectFailure,2033680
dropReceptionAbortedByTx,18
dropLSigFailure,602
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,19892
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,331
